"","NULL.","NULL.GP","NULL.GS","NULL.MP","NULL.G","NULL.S","NULL.SOT","NULL.A","NULL.TKL","NULL.YC","NULL.RC","NULL.FC","NULL.FS","team.x","season.x","UID","players.val[nr.name, 2]","Market.value","team.y","season.y","players.val[nr.pos, 1]"
"533","Aaron Lennon","9","3","276","0","2","0","2","1","1","0","4","3","tottenham-hotspur","2014","Aaron Lennon 2014","Aaron Lennon","15,00 Mill. €","everton-fc","2014","Right Wing"
"534","Hugo Lloris","35","35","3064","0","0","0","0","0","0","0","0","3","tottenham-hotspur","2014","Hugo Lloris 2014","Hugo Lloris","16,00 Mill. €","tottenham-hotspur","2014","Keeper"
"535","Ryan Mason","31","29","2325","1","43","14","4","48","10","0","26","37","tottenham-hotspur","2014","Ryan Mason 2014","Ryan Mason","250 Th. €","tottenham-hotspur","2014","Central Midfield"
"536","Kyle Naughton","5","5","326","0","0","0","0","2","0","2","4","2","tottenham-hotspur","2014","Kyle Naughton 2014","Kyle Naughton","4,00 Mill. €","tottenham-hotspur","2014","Right-Back"
"537","Kyle Naughton","5","5","326","0","0","0","0","2","0","2","4","2","tottenham-hotspur","2014","Kyle Naughton 2014","Kyle Naughton","4,00 Mill. €","swansea-city","2014","Right-Back"
"538","Paulinho","15","3","479","0","7","2","1","9","3","0","11","3","tottenham-hotspur","2014","Paulinho 2014","Paulinho","16,00 Mill. €","tottenham-hotspur","2014","Central Midfield"
"539","Danny Rose","28","27","2372","3","24","7","5","56","7","0","49","51","tottenham-hotspur","2014","Danny Rose 2014","Danny Rose","6,00 Mill. €","tottenham-hotspur","2014","Left-Back"
"540","Roberto Soldado","24","7","794","1","21","7","1","6","1","0","11","8","tottenham-hotspur","2014","Roberto Soldado 2014","Roberto Soldado","25,00 Mill. €","tottenham-hotspur","2014","Centre Forward"
"541","Benjamin Stambouli","12","4","453","0","2","0","0","6","4","0","6","6","tottenham-hotspur","2014","Benjamin Stambouli 2014","Benjamin Stambouli","3,50 Mill. €","tottenham-hotspur","2014","Defensive Midfield"
"542","Andros Townsend","17","10","751","2","16","8","2","9","2","0","6","11","tottenham-hotspur","2014","Andros Townsend 2014","Andros Townsend","7,00 Mill. €","tottenham-hotspur","2014","Right Wing"
"543","Jan Vertonghen","32","31","2810","0","13","3","0","40","6","0","21","19","tottenham-hotspur","2014","Jan Vertonghen 2014","Jan Vertonghen","22,00 Mill. €","tottenham-hotspur","2014","Centre Back"
"544","Michel Vorm","4","3","356","0","0","0","0","0","0","0","0","0","tottenham-hotspur","2014","Michel Vorm 2014","Michel Vorm","7,00 Mill. €","tottenham-hotspur","2014","Keeper"
